1059,108,174
-1,-1,-1
1533,1896,1164
-1,-1,-1
1229,118,1057
-1,-1,-1
-1,-1,-1
-1,-1,-1
1212,1505,265
1307,1388,1065
1307,1388,1065
-1,-1,-1
-1,-1,-1
-1,-1,-1
503,541,2029
36,1961,1919
-1,-1,-1
246,791,1437
1641,278,1867
1112,373,1815
-1,-1,-1
1509,126,1024
1628,203,324
873,884,875
165,1622,1158
123,1081,1726
-1,-1,-1
1289,1284,648
-1,-1,-1
-1,-1,-1
302,1537,1283
-1,-1,-1
-1,-1,-1
-1,-1,-1
1641,1867,278
1652,1247,365
389,632,1136
-1,-1,-1
-1,-1,-1
339,484,1938
648,1909,1904
451,1070,820
-1,-1,-1
1223,1888,1009
-1,-1,-1
1510,1541,1390
-1,-1,-1
830,374,577
-1,-1,-1
286,719,696
1210,188,199
1900,1783,308
759,357,584
-1,-1,-1
-1,-1,-1
2068,27,1849
-1,-1,-1
-1,-1,-1
-1,-1,-1
650,1389,1301
649,1791,403
861,1956,1000
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1382,460,299
1055,1996,238
-1,-1,-1
-1,-1,-1
962,1119,213
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1569,1350,1669
1376,1345,152
1189,1367,319
1649,740,1612
1158,1883,165
2061,432,1676
-1,-1,-1
-1,-1,-1
1470,1034,1895
-1,-1,-1
785,367,1457
896,110,1950
313,1152,678
375,307,1807
1510,1541,603
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1173,1449,997
-1,-1,-1
