-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1255,482,1606
2580,1886,371
1393,935,413
-1,-1,-1
1970,1324,2011
1952,1497,455
-1,-1,-1
-1,-1,-1
1299,1820,1833
940,533,833
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2012,966,191
-1,-1,-1
1476,954,1774
-1,-1,-1
1901,598,1347
913,1038,259
-1,-1,-1
-1,-1,-1
1783,2311,2318
2248,489,2576
-1,-1,-1
-1,-1,-1
806,770,855
2508,2188,2614
-1,-1,-1
-1,-1,-1
-1,-1,-1
776,1243,538
-1,-1,-1
-1,-1,-1
2171,2224,2718
-1,-1,-1
845,1076,1823
182,2573,413
657,1649,2724
-1,-1,-1
276,1643,408
784,2432,2203
-1,-1,-1
1376,2612,1264
-1,-1,-1
1019,2190,2249
2623,70,1199
606,1610,375
2739,1021,2347
1801,1401,137
214,2510,1387
1184,360,701
-1,-1,-1
-1,-1,-1
-1,-1,-1
1452,449,573
1245,2303,1414
-1,-1,-1
1533,2,444
1540,976,2473
-1,-1,-1
129,1006,2270
1977,418,1471
1567,706,1301
1505,2319,1501
-1,-1,-1
131,1775,2057
-1,-1,-1
850,916,894
-1,-1,-1
-1,-1,-1
1988,1440,700
-1,-1,-1
2397,867,1682
-1,-1,-1
2621,1188,896
1998,813,932
-1,-1,-1
-1,-1,-1
-1,-1,-1
379,1012,1279
-1,-1,-1
-1,-1,-1
2339,2675,1570
-1,-1,-1
417,1164,1644
2095,1845,2511
2541,705,1198
2387,1990,1432
2131,2615,2049
