2085,196,724
-1,-1,-1
2538,2286,719
986,2374,117
1032,922,892
-1,-1,-1
-1,-1,-1
2043,155,26
-1,-1,-1
-1,-1,-1
1466,1745,1126
461,1522,45
-1,-1,-1
-1,-1,-1
31,1518,2533
1550,205,345
-1,-1,-1
111,1932,2539
395,2491,2458
931,82,1999
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2421,1321,866
-1,-1,-1
1367,2062,293
-1,-1,-1
2305,1869,1208
1265,318,1668
2182,1251,321
-1,-1,-1
2098,1931,572
-1,-1,-1
-1,-1,-1
22,900,614
1881,1263,534
1456,1615,291
1654,598,14
-1,-1,-1
-1,-1,-1
-1,-1,-1
364,2460,1577
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1048,174,50
1479,2379,2129
921,832,2536
-1,-1,-1
367,1962,2027
1861,1097,2584
1536,113,2367
-1,-1,-1
-1,-1,-1
-1,-1,-1
1913,1026,502
-1,-1,-1
-1,-1,-1
2093,2210,2388
-1,-1,-1
-1,-1,-1
1498,1680,2272
3,1525,2139
2116,1680,1498
-1,-1,-1
-1,-1,-1
1928,2472,980
966,2298,106
569,609,324
710,114,1968
-1,-1,-1
568,2312,10
2349,2361,1742
516,249,1453
-1,-1,-1
1745,1466,338
828,864,1258
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1435,93,277
2201,660,1485
1677,1221,119
-1,-1,-1
-1,-1,-1
997,2016,433
1342,2379,2111
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2503,1204,2119
390,2507,221
