2686,328,2539
-1,-1,-1
-1,-1,-1
2677,2176,1594
-1,-1,-1
531,1662,1868
-1,-1,-1
2527,2852,1263
-1,-1,-1
-1,-1,-1
-1,-1,-1
1759,2576,1423
-1,-1,-1
-1,-1,-1
-1,-1,-1
697,2768,1515
1200,115,2013
-1,-1,-1
2281,1289,744
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2443,2066,1640
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1823,2570,1888
-1,-1,-1
-1,-1,-1
932,294,3005
-1,-1,-1
-1,-1,-1
501,2980,2916
2947,1102,2483
-1,-1,-1
1220,7,156
-1,-1,-1
-1,-1,-1
-1,-1,-1
1988,1117,1797
1501,2799,1432
-1,-1,-1
141,85,2594
579,703,2627
1170,2089,2841
310,1674,1058
2711,2379,263
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2271,791,2205
-1,-1,-1
88,409,982
-1,-1,-1
3023,2473,2082
2923,262,2355
2942,986,1021
830,2960,1661
2468,2098,2623
2594,1824,141
2644,1712,351
3033,2545,2164
-1,-1,-1
-1,-1,-1
671,891,1671
2380,1781,5
-1,-1,-1
2653,363,2665
1695,3036,2131
370,670,2658
-1,-1,-1
-1,-1,-1
635,2933,1743
703,579,457
3021,1666,2703
284,2390,402
-1,-1,-1
2130,3028,1948
1370,1143,1479
381,191,127
-1,-1,-1
1105,1753,1565
-1,-1,-1
71,2708,1471
2473,3023,1641
1183,1758,102
2462,2459,2384
-1,-1,-1
-1,-1,-1
564,1142,641
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
965,180,2137
