1059,517,908
1691,1145,638
-1,-1,-1
1009,1241,142
-1,-1,-1
-1,-1,-1
-1,-1,-1
1294,1816,1904
603,1505,1212
-1,-1,-1
1388,1307,1065
-1,-1,-1
1755,640,1446
-1,-1,-1
-1,-1,-1
-1,-1,-1
616,225,1696
-1,-1,-1
1641,278,1552
1112,1815,269
-1,-1,-1
1509,688,605
-1,-1,-1
873,884,622
-1,-1,-1
-1,-1,-1
1228,1200,1601
1289,1652,1006
-1,-1,-1
-1,-1,-1
302,1601,999
-1,-1,-1
-1,-1,-1
-1,-1,-1
67,804,156
-1,-1,-1
389,130,676
1575,735,783
-1,-1,-1
-1,-1,-1
648,510,1816
451,1070,483
771,328,1115
-1,-1,-1
-1,-1,-1
1510,776,1709
2041,1331,1637
577,641,895
-1,-1,-1
286,1437,377
1210,149,188
-1,-1,-1
-1,-1,-1
1962,216,1043
1800,60,1316
-1,-1,-1
-1,-1,-1
1693,204,1293
1426,1735,1762
650,883,1141
1791,649,274
-1,-1,-1
-1,-1,-1
-1,-1,-1
245,143,323
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1382,299,460
-1,-1,-1
-1,-1,-1
-1,-1,-1
962,1295,1874
-1,-1,-1
-1,-1,-1
-1,-1,-1
2019,1035,1065
1063,1942,1539
1569,1194,39
1345,1376,1483
1189,478,1431
-1,-1,-1
-1,-1,-1
2061,432,1539
-1,-1,-1
1022,698,1919
1470,891,198
2051,835,1724
-1,-1,-1
345,98,32
313,678,21
1807,375,307
-1,-1,-1
-1,-1,-1
260,963,1325
1245,266,1027
80,1213,1799
-1,-1,-1
-1,-1,-1
