1836,1787,2113
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1167,2929,1168
-1,-1,-1
-1,-1,-1
2028,104,1416
287,2296,1642
-1,-1,-1
-1,-1,-1
409,987,263
1894,1826,2088
1378,1421,519
50,635,2154
1517,2146,1565
554,458,2633
-1,-1,-1
-1,-1,-1
964,121,1155
-1,-1,-1
-1,-1,-1
2805,1099,632
-1,-1,-1
1631,465,480
-1,-1,-1
-1,-1,-1
1665,1433,2742
-1,-1,-1
-1,-1,-1
-1,-1,-1
2766,215,386
-1,-1,-1
-1,-1,-1
-1,-1,-1
2271,380,1579
-1,-1,-1
2713,2430,1434
2004,2273,853
-1,-1,-1
2084,255,383
139,1105,562
47,160,2161
1523,473,2591
-1,-1,-1
72,2432,763
1134,2460,1222
-1,-1,-1
-1,-1,-1
490,2925,2726
1547,2119,1203
-1,-1,-1
1464,174,584
-1,-1,-1
-1,-1,-1
-1,-1,-1
2574,1557,859
723,2792,1032
2604,2795,547
575,2188,2288
2165,297,640
589,1985,1536
1535,653,1673
2328,2124,1741
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1362,1899,1238
-1,-1,-1
-1,-1,-1
635,50,346
-1,-1,-1
565,2706,1661
2748,1567,2758
-1,-1,-1
157,295,2587
289,1529,1400
-1,-1,-1
-1,-1,-1
-1,-1,-1
713,1694,2828
588,2660,2270
2107,366,2087
-1,-1,-1
1012,2058,2192
228,2676,978
-1,-1,-1
1096,1792,558
2432,72,2311
89,211,2283
1024,2757,2241
1346,679,668
1648,669,2413
-1,-1,-1
1452,2293,634
-1,-1,-1
