2686,489,1370
1896,3044,165
-1,-1,-1
2677,1125,1984
2993,1936,24
531,1089,1189
2840,330,2824
2527,746,1573
2581,1604,2683
1128,1533,2376
112,2533,263
1759,2576,2210
5,1617,1029
2326,229,1628
-1,-1,-1
697,629,495
1200,2647,221
1253,1932,3066
2281,2086,1289
-1,-1,-1
2224,2422,1947
-1,-1,-1
52,2183,2353
2443,1134,2686
-1,-1,-1
2982,2344,812
181,570,2438
288,2886,2004
1823,2782,169
-1,-1,-1
2155,1479,1413
932,1036,2852
-1,-1,-1
-1,-1,-1
501,2980,1853
2947,2972,1956
-1,-1,-1
1220,1627,2363
375,441,544
287,2693,1011
-1,-1,-1
1988,2219,1643
1501,1432,322
-1,-1,-1
141,1995,1489
579,2627,2056
1170,634,1577
310,2110,834
2711,1810,2576
757,731,1715
2748,2363,162
-1,-1,-1
1906,635,276
-1,-1,-1
2271,1860,2062
2528,7,978
88,1261,409
-1,-1,-1
3023,568,1713
2923,1853,340
2942,282,1820
830,2256,2903
2468,369,1541
2594,507,2622
2644,1712,2280
3033,2545,258
2918,2213,778
-1,-1,-1
671,2769,2626
2380,1156,503
-1,-1,-1
2653,286,2836
1695,2888,1406
370,1966,2757
-1,-1,-1
-1,-1,-1
635,1906,2244
703,2075,604
3021,1200,1648
284,231,1030
1314,749,2521
2130,2310,1595
1370,1165,2686
381,972,189
862,2118,202
1105,1742,1919
1422,887,1815
71,1934,466
2473,3075,1546
1183,102,1278
2462,2433,616
2726,353,2911
1108,497,139
564,1330,1221
-1,-1,-1
-1,-1,-1
-1,-1,-1
1969,1328,988
907,414,919
965,180,1389
