2030,2053,243
-1,-1,-1
944,2538,785
2013,1147,988
71,1083,552
-1,-1,-1
-1,-1,-1
1968,1179,1196
2317,2559,2414
-1,-1,-1
1286,450,2570
1546,2228,463
-1,-1,-1
-1,-1,-1
31,865,2198
65,735,1615
-1,-1,-1
169,69,1331
1290,456,2413
508,1205,88
-1,-1,-1
2102,1636,964
-1,-1,-1
-1,-1,-1
1171,2118,903
-1,-1,-1
1370,2148,739
-1,-1,-1
1858,1185,2317
1469,1507,698
1376,2009,1554
-1,-1,-1
85,2231,1770
1894,756,2248
-1,-1,-1
74,1808,225
950,1845,1573
2224,1323,46
839,1653,362
-1,-1,-1
-1,-1,-1
548,158,1733
2420,84,378
-1,-1,-1
2589,2578,2270
-1,-1,-1
245,633,116
1999,1414,165
1546,661,1466
393,2069,1059
2257,1552,988
832,2499,2216
-1,-1,-1
371,2444,1593
1203,1783,2025
1533,2365,372
2417,482,1254
-1,-1,-1
-1,-1,-1
371,1913,1819
-1,-1,-1
-1,-1,-1
2466,2426,2091
-1,-1,-1
-1,-1,-1
-1,-1,-1
2472,3,156
2095,956,1596
-1,-1,-1
1383,1884,2341
1830,650,1875
977,2093,2131
363,218,587
2545,766,536
500,2148,1409
649,975,609
2282,2297,2407
645,2228,2107
-1,-1,-1
530,1745,2364
2571,659,828
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1386,1374,1035
357,1972,669
1925,1759,1043
-1,-1,-1
-1,-1,-1
970,1727,659
1172,2585,1229
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
5,2480,707
1147,1157,390
