205,2084,1660
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
841,179,222
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1266,998,736
-1,-1,-1
-1,-1,-1
-1,-1,-1
1051,667,923
-1,-1,-1
1942,1621,1955
-1,-1,-1
404,1930,526
-1,-1,-1
1441,1376,1261
907,721,1163
-1,-1,-1
1583,936,1306
1023,1817,1725
1867,549,853
256,663,940
365,1382,2028
1660,2060,2094
738,998,736
-1,-1,-1
-1,-1,-1
-1,-1,-1
591,322,1816
-1,-1,-1
1660,2060,2094
321,1973,811
507,714,625
1793,240,2011
-1,-1,-1
-1,-1,-1
1721,1719,2092
1525,2058,870
-1,-1,-1
463,88,1400
-1,-1,-1
-1,-1,-1
548,1498,1569
-1,-1,-1
-1,-1,-1
-1,-1,-1
467,891,354
-1,-1,-1
493,1742,1042
850,1114,436
-1,-1,-1
-1,-1,-1
2079,132,1616
2079,1991,844
1881,764,1076
-1,-1,-1
173,1089,322
-1,-1,-1
91,467,891
1940,677,1190
-1,-1,-1
685,1817,1725
1301,1033,826
-1,-1,-1
358,222,1147
1161,1278,1873
1274,493,828
725,1770,947
-1,-1,-1
1977,1540,1568
1058,1894,586
1031,754,1557
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1489,1576,1302
-1,-1,-1
1974,984,1813
891,467,1704
-1,-1,-1
-1,-1,-1
-1,-1,-1
1208,138,129
569,1817,1725
108,1172,128
1137,14,1613
803,1839,2068
-1,-1,-1
