2686,1477,219
1896,1949,375
-1,-1,-1
2677,2651,329
2993,2383,1946
531,1089,1189
2840,330,437
2527,746,1573
2581,3072,2518
1128,1533,164
112,638,2337
1759,2228,2519
5,679,15
2326,2081,2668
-1,-1,-1
697,629,495
1200,2647,2517
1253,1932,2592
2281,2086,2114
-1,-1,-1
2224,2328,264
-1,-1,-1
52,2183,2072
2443,1599,976
-1,-1,-1
2982,841,2232
181,2690,1026
288,547,1837
1823,2782,1016
-1,-1,-1
2155,1972,2845
932,1036,2852
-1,-1,-1
-1,-1,-1
501,2980,1853
2947,2972,1956
-1,-1,-1
1220,1486,983
375,668,1896
287,2693,279
-1,-1,-1
1988,2219,344
1501,1432,2873
-1,-1,-1
141,1995,633
579,458,1325
1170,634,924
310,2872,2110
2711,1246,2576
757,731,2227
2748,2254,2363
-1,-1,-1
1906,2618,1400
-1,-1,-1
2271,2713,1641
2528,1292,2402
88,576,2815
-1,-1,-1
3023,568,1713
2923,1853,1348
2942,282,319
830,2597,3017
2468,369,510
2594,507,2622
2644,1712,2280
3033,258,2545
2918,778,1359
-1,-1,-1
671,2769,1181
2380,2540,308
-1,-1,-1
2653,286,2916
1695,1406,439
370,1966,2757
-1,-1,-1
-1,-1,-1
635,1906,2208
703,2075,1403
3021,1921,621
284,231,2280
1314,1432,1501
2130,2310,1595
1370,1165,1143
381,972,933
862,2118,2273
1105,1319,2812
1422,1305,895
71,466,1934
2473,3075,1546
1183,102,1278
2462,183,1131
2726,353,2911
1108,1607,1301
564,1221,1330
-1,-1,-1
-1,-1,-1
-1,-1,-1
1969,456,2429
907,1617,992
965,2373,302
