2085,1544,1331
-1,-1,-1
2538,1023,20
986,1412,117
1032,1830,2439
-1,-1,-1
-1,-1,-1
2043,2407,927
-1,-1,-1
-1,-1,-1
1466,719,976
461,1568,2400
-1,-1,-1
-1,-1,-1
31,161,967
1550,1941,596
-1,-1,-1
111,1932,197
395,2491,1295
931,351,1251
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2421,1464,1107
-1,-1,-1
1367,1008,2062
-1,-1,-1
2305,148,791
1265,1130,635
2182,1317,311
-1,-1,-1
2098,1397,2033
-1,-1,-1
-1,-1,-1
22,900,371
1881,475,2097
1456,2121,437
1654,2128,1817
-1,-1,-1
-1,-1,-1
-1,-1,-1
364,762,63
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1048,171,1655
1479,103,691
921,1413,2505
-1,-1,-1
367,809,731
1861,403,45
1536,1999,1806
-1,-1,-1
-1,-1,-1
-1,-1,-1
1913,1791,725
-1,-1,-1
-1,-1,-1
2093,1571,73
-1,-1,-1
-1,-1,-1
1018,1498,665
3,336,1597
2116,1680,2272
-1,-1,-1
-1,-1,-1
1928,2483,1268
966,2265,891
569,7,1801
710,1756,310
-1,-1,-1
568,210,811
2349,1335,149
516,838,780
-1,-1,-1
1745,534,339
828,226,2236
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1435,506,2059
2201,156,283
1677,2388,2244
-1,-1,-1
-1,-1,-1
997,151,540
1342,1081,1552
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2503,348,1796
390,122,475
