1518,263,1402
1174,1804,2379
2410,409,651
4,1405,187
2435,1675,1645
2514,815,2282
477,842,1953
-1,-1,-1
-1,-1,-1
1868,654,49
269,440,1169
1706,2141,2509
1784,1651,1267
2099,1086,1174
2415,1975,1503
-1,-1,-1
-1,-1,-1
1225,1118,1901
1937,1391,308
807,358,1640
-1,-1,-1
73,2257,1861
2514,2218,2316
-1,-1,-1
1784,61,1459
630,455,1594
1653,2446,1621
809,1680,2373
2159,1167,1590
1790,2312,243
114,1694,359
-1,-1,-1
-1,-1,-1
2468,1977,1319
-1,-1,-1
487,1060,1855
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2176,18,53
-1,-1,-1
-1,-1,-1
450,2198,215
-1,-1,-1
1736,545,1142
2207,1725,171
-1,-1,-1
1771,658,1938
2173,2152,1955
805,2251,723
-1,-1,-1
-1,-1,-1
875,1954,369
128,949,721
-1,-1,-1
-1,-1,-1
-1,-1,-1
1455,1682,2123
-1,-1,-1
2030,855,1090
-1,-1,-1
1483,816,212
1338,280,1925
-1,-1,-1
69,1016,1020
-1,-1,-1
1715,334,764
2305,383,810
-1,-1,-1
2195,1988,931
-1,-1,-1
1741,1429,778
684,379,157
45,97,232
1195,2347,465
1648,2345,2045
1019,96,413
2069,1158,2008
1036,1022,746
469,462,2088
1275,849,1014
-1,-1,-1
-1,-1,-1
1268,2403,271
341,1110,1247
-1,-1,-1
684,157,862
2309,2469,1414
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1583,1326,2138
1598,1447,949
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
