2053,2068,2085
-1,-1,-1
2538,2539,2542
988,1011,1017
1083,1092,1097
-1,-1,-1
-1,-1,-1
1968,1973,2043
2414,2416,2427
-1,-1,-1
1286,1295,1301
463,464,483
-1,-1,-1
-1,-1,-1
31,67,75
1615,1618,1620
-1,-1,-1
69,79,81
456,460,475
1205,1214,1218
-1,-1,-1
1636,1637,1666
-1,-1,-1
-1,-1,-1
2118,2355,2397
-1,-1,-1
1370,1412,1485
-1,-1,-1
2317,2362,2381
1469,1472,1473
2009,2031,2070
-1,-1,-1
2231,2233,2235
1893,1894,1896
-1,-1,-1
74,84,88
1845,1847,1849
1323,1325,1342
1653,1654,1657
1846,1850,1859
468,474,498
548,554,561
378,408,427
-1,-1,-1
2578,2583,2584
-1,-1,-1
116,144,157
165,166,178
1466,1472,1473
1059,1064,1069
1552,1566,1569
832,848,854
-1,-1,-1
371,374,375
1783,1791,1795
1533,1536,1548
482,505,509
-1,-1,-1
-1,-1,-1
1913,1922,1928
2208,2209,2218
-1,-1,-1
2091,2093,2104
-1,-1,-1
-1,-1,-1
-1,-1,-1
3,12,26
2095,2096,2097
-1,-1,-1
2341,2358,2360
1875,1901,1905
977,989,1000
363,364,373
766,771,775
2148,2154,2161
649,653,654
2297,2323,2328
645,654,670
-1,-1,-1
1745,1746,1749
828,830,841
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2176,2187,2192
-1,-1,-1
1374,1375,1383
1972,2008,2011
1759,1771,1778
-1,-1,-1
-1,-1,-1
970,974,978
1229,1231,1238
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
2480,2487,2503
390,395,398
