835,836,847
-1,-1,-1
2921,2933,2940
231,233,244
-1,-1,-1
866,887,892
1265,1284,1294
2229,2230,2236
-1,-1,-1
-1,-1,-1
2867,2884,2898
-1,-1,-1
1314,1330,1333
968,984,1012
-1,-1,-1
-1,-1,-1
1071,1077,1081
-1,-1,-1
1526,1543,1552
1790,1811,1828
2209,2213,2217
2294,2295,2303
1217,1219,1238
587,620,625
-1,-1,-1
2075,2079,2088
2493,2509,2514
-1,-1,-1
-1,-1,-1
3043,3047,3063
2244,2245,2258
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
1029,1034,1035
-1,-1,-1
1077,1086,1089
-1,-1,-1
1987,2022,2025
56,57,62
3044,3045,3063
466,487,498
1994,2002,2004
-1,-1,-1
686,687,691
2245,2258,2260
1733,1735,1738
3160,3163,3164
442,460,535
2237,2250,2255
-1,-1,-1
1475,1476,1477
-1,-1,-1
922,933,943
-1,-1,-1
2030,2063,2069
-1,-1,-1
1423,1436,1482
2459,2460,2482
1307,1311,1314
-1,-1,-1
196,224,231
371,373,390
2046,2047,2061
973,999,1196
546,576,580
1575,1594,1624
1170,1176,1184
-1,-1,-1
559,560,562
1705,1707,1709
184,186,197
2217,2222,2230
-1,-1,-1
689,696,698
336,402,410
-1,-1,-1
1210,1221,1230
2805,2843,2896
218,229,280
-1,-1,-1
1394,1409,1432
3048,3055,3073
876,888,893
1934,1974,1977
-1,-1,-1
-1,-1,-1
3039,3053,3069
-1,-1,-1
-1,-1,-1
567,581,599
1224,1225,1226
2637,2644,2656
-1,-1,-1
1596,1601,1641
1346,1356,1378
2698,2707,2711
985,989,1023
653,654,656
