1518,1539,1551
1781,1786,1804
-1,-1,-1
4,7,14
-1,-1,-1
-1,-1,-1
1869,1873,1875
2357,2369,2371
79,89,105
-1,-1,-1
368,381,386
910,913,919
-1,-1,-1
-1,-1,-1
-1,-1,-1
720,727,743
1909,1925,1929
-1,-1,-1
1937,1963,1968
807,827,853
2125,2128,2129
-1,-1,-1
1941,1953,1970
2499,2500,2502
-1,-1,-1
1225,1228,1242
105,128,131
-1,-1,-1
2159,2166,2168
1790,1792,1793
-1,-1,-1
1060,1071,1076
2028,2051,2053
2468,2497,2515
1900,1918,1928
-1,-1,-1
736,740,742
1996,2011,2015
2338,2342,2344
1303,1326,1328
906,916,917
2016,2017,2056
986,1006,1035
450,470,498
301,325,783
1736,1777,1892
2207,2208,2251
2097,2098,2099
-1,-1,-1
1430,1447,1452
-1,-1,-1
2078,2105,2116
463,467,489
958,966,973
128,131,137
2477,2487,2509
84,86,93
768,770,797
-1,-1,-1
1324,1329,1335
740,756,758
2074,2089,2115
369,396,403
653,673,676
1979,2016,2017
69,84,86
2047,2053,2058
1715,1722,1733
2305,2309,2310
1763,1764,1771
-1,-1,-1
512,522,529
-1,-1,-1
102,119,121
1333,1344,1346
-1,-1,-1
-1,-1,-1
252,261,266
-1,-1,-1
2381,2382,2386
-1,-1,-1
-1,-1,-1
1617,1621,1633
826,827,830
-1,-1,-1
-1,-1,-1
2270,2271,2272
207,208,220
-1,-1,-1
1464,1465,1477
622,629,640
2279,2282,2303
1092,1103,1105
1788,1794,1802
1583,1598,1599
1598,1610,1614
657,661,673
1534,1573,1577
1677,1686,1690
2043,2046,2051
