2686 , 2539 , 2644
1619 , 1145 , 1390
1115 , 527 , 761
2677 , 2756 , 2571
-1 , -1 , -1
531 , 78 , 180
-1 , -1 , -1
2527 , 2852 , 2568
2581 , 2741 , 2747
1128 , 0 , 1
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
857 , 216 , 325
697 , 161 , 874
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
1139 , 1139 , 1141
2224 , 2021 , 2422
1452 , 908 , 1340
52 , 0 , 1
2762 , 2754 , 2895
2293 , 2560 , 2202
-1 , -1 , -1
181 , 246 , 258
288 , 262 , 340
1823 , 1888 , 2177
2175 , 2474 , 2048
2747 , 3005 , 2811
608 , 54 , 413
-1 , -1 , -1
1663 , 1663 , 1953
501 , 316 , 470
2352 , 2594 , 2483
1454 , 1503 , 1911
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
1809 , 1369 , 1878
1988 , 1797 , 2135
1501 , 1432 , 1480
2840 , 3014 , 2769
-1 , -1 , -1
579 , 703 , 457
-1 , -1 , -1
-1 , -1 , -1
2711 , 2977 , 3042
757 , 927 , 87
2748 , 2963 , 3008
524 , 524 , 621
-1 , -1 , -1
185 , 59 , 62
2271 , 2205 , 3013
2528 , 2843 , 2810
-1 , -1 , -1
1761 , 2026 , 1761
-1 , -1 , -1
-1 , -1 , -1
2942 , 2947 , 3030
1503 , 1194 , 1534
-1 , -1 , -1
-1 , -1 , -1
2644 , 2888 , 2484
3033 , 3019 , 3021
370 , 539 , 3
1110 , 1058 , 1110
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
2653 , 2665 , 2838
127 , 29 , 74
-1 , -1 , -1
1667 , 1223 , 1313
2851 , 2800 , 3072
-1 , -1 , -1
703 , 579 , 457
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
381 , 191 , 127
862 , 254 , 448
1105 , 433 , 1404
1190 , 706 , 1127
-1 , -1 , -1
2473 , 3023 , 2837
1183 , 1506 , 1510
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
564 , 641 , 46
1900 , 1900 , 2217
557 , 560 , 204
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
834 , 180 , 951
