1236 , 908 , 1236
1119 , 1145 , 276
55 , 69 , 28
-1 , -1 , -1
993 , 611 , 862
-1 , -1 , -1
627 , 597 , 686
-1 , -1 , -1
-1 , -1 , -1
663 , 1307 , 99
84 , 99 , 15
-1 , -1 , -1
1550 , 1446 , 1318
-1 , -1 , -1
259 , 246 , 278
1889 , 1889 , 1862
-1 , -1 , -1
449 , 858 , 791
309 , 226 , 313
2032 , 2059 , 1990
655 , 564 , 1080
1509 , 1923 , 1994
-1 , -1 , -1
1842 , 1923 , 2038
1225 , 1985 , 1537
757 , 1432 , 1142
-1 , -1 , -1
273 , 115 , 378
-1 , -1 , -1
1530 , 1681 , 2060
-1 , -1 , -1
-1 , -1 , -1
167 , 143 , 240
1880 , 2059 , 1880
-1 , -1 , -1
1524 , 1247 , 2091
359 , 676 , 130
-1 , -1 , -1
-1 , -1 , -1
1939 , 2001 , 2010
1909 , 1904 , 1864
514 , 483 , 820
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
286 , 5 , 237
886 , 727 , 199
-1 , -1 , -1
782 , 357 , 584
-1 , -1 , -1
-1 , -1 , -1
872 , 27 , 327
-1 , -1 , -1
-1 , -1 , -1
107 , 18 , 20
1217 , 1835 , 1735
498 , 274 , 283
1205 , 893 , 707
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
1701 , 1701 , 1448
-1 , -1 , -1
1098 , 1098 , 1846
-1 , -1 , -1
-1 , -1 , -1
1270 , 1622 , 1949
1234 , 1200 , 1601
-1 , -1 , -1
984 , 1295 , 984
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
-1 , -1 , -1
207 , 289 , 33
833 , 1194 , 833
840 , 1345 , 152
97 , 50 , 97
830 , 1474 , 1674
1086 , 522 , 1083
120 , 121 , 88
-1 , -1 , -1
-1 , -1 , -1
706 , 1034 , 198
-1 , -1 , -1
43 , 43 , 0
896 , 345 , 32
496 , 678 , 21
1599 , 1931 , 1528
532 , 265 , 776
-1 , -1 , -1
1950 , 1950 , 1913
1823 , 1978 , 1765
1608 , 1213 , 1886
1173 , 1733 , 1449
-1 , -1 , -1
